,pat,entity A,entity B,apis
4,disable (.*) in (.*),"['drag', 'selection']",['jtable'],"['java.awt.EventQueue.invokeLater', 'java.util.Optional.ofNullable']"
5,disable (.*) in (.*),"['promise', 'manager']","['selenium', 'webdriver']",['java.lang.Math.round']
6,disable (.*) in (.*),"['close', 'button']",['processing'],['javax.swing.JFrame.setDefaultCloseOperation']
7,disable (.*) in (.*),"['beep', 'sound']",['jformattedtextfield'],['javax.swing.UIManager.getLookAndFeel']
8,disable (.*) in (.*),"['console', 'mess']",['cmusphinx'],"['java.lang.System.setProperty', 'java.lang.System.getProperty', 'java.util.logging.Logger.getLogger']"
9,disable (.*) in (.*),['validation'],"['rome', 'rss']",['javax.xml.parsers.DocumentBuilderFactory.newInstance']
10,disable (.*) in (.*),"['notification', 'sound']",['android'],['java.lang.System.currentTimeMillis']
11,disable (.*) in (.*),"['past', 'date']",['datepickerdialog'],['java.util.Calendar.getInstance']
12,disable (.*) in (.*),"['window', 'd']","['swing', 'application']","['java.lang.Thread.sleep', 'javax.swing.SwingUtilities.invokeLater']"
13,disable (.*) in (.*),['fragment'],['fragmentpager'],['java.util.Locale.getDefault']
0,find (.*) in (.*),['whitespace'],"['a', 'string']",['java.util.regex.Pattern.compile']
1,find (.*) in (.*),['rowcount'],"['java', 'jdbc']","['java.lang.Class.forName', 'java.sql.DriverManager.getConnection']"
2,find (.*) in (.*),"['all', 'palindromes']",['string'],['java.util.Collections.emptySet']
3,find (.*) in (.*),"['unique', 'values']","['the', 'list']",['java.lang.System.nanoTime']
4,find (.*) in (.*),['emails'],"['a', 'string']",['java.util.regex.Pattern.compile']
5,find (.*) in (.*),"['next', 'character']","['a', 'string']","['java.util.regex.Pattern.matches', 'java.lang.Integer.parseInt']"
6,find (.*) in (.*),"['a', 'value']","['html', 'java']",['java.util.regex.Pattern.compile']
7,find (.*) in (.*),"['all', 'packages']","['my', 'project']",['java.lang.Package.getPackages']
8,find (.*) in (.*),['characters'],"['any', 'string']",['java.util.regex.Pattern.compile']
9,find (.*) in (.*),['file'],['path'],"['java.nio.file.Paths.get', 'java.lang.System.getenv']"
10,find (.*) in (.*),"['java', 'class']","['java', 'file']",['java.util.regex.Pattern.compile']
11,find (.*) in (.*),"['column', 'type']",['jtable'],['java.lang.Boolean.valueOf']
12,find (.*) in (.*),"['smallest', 'value']","['linked', 'list']",['java.lang.Math.min']
13,find (.*) in (.*),['datasource'],"['junit', 'tests']",['java.util.logging.Logger.getLogger']
14,find (.*) in (.*),"['key', 'value']",['string'],['java.util.regex.Pattern.compile']
15,find (.*) in (.*),"['local', 'variable']","['android', 'java']",['javax.net.ssl.SSLContext.getInstance']
16,find (.*) in (.*),"['different', 'characters']","['two', 'strings']",['java.util.regex.Pattern.compile']
17,find (.*) in (.*),"['highest', 'value']",['enum'],['java.util.Collections.sort']
18,find (.*) in (.*),"['replace', 'pattern']","['sql', 'comments']",['java.util.regex.Pattern.compile']
19,find (.*) in (.*),['word'],"['a', 'string']",['java.util.regex.Pattern.compile']
20,find (.*) in (.*),['element'],"['arraylist', 'java']","['java.time.LocalDate.parse', 'java.util.Collections.sort', 'java.time.format.DateTimeFormatter.ofPattern']"
21,find (.*) in (.*),"['closest', 'object']","['java', 'collection']",['java.lang.Math.abs']
22,find (.*) in (.*),['duplicate'],"['two', 'arrays']",['java.lang.System.currentTimeMillis']
23,find (.*) in (.*),['time'],"['a', 'string']",['java.util.regex.Pattern.compile']
24,find (.*) in (.*),['countries'],['text'],['java.util.regex.Pattern.compile']
25,find (.*) in (.*),"['and', 'replace']","['string', 'arraylist']",['java.util.regex.Pattern.compile']
26,find (.*) in (.*),['errors'],['ram'],['java.lang.Math.pow']
27,find (.*) in (.*),['string'],"['multidimensional', 'arraylist']",['java.util.Arrays.asList']
28,find (.*) in (.*),['median'],['stream'],['java.util.Collections.sort']
29,find (.*) in (.*),['int'],['string'],['java.lang.Integer.parseInt']
30,find (.*) in (.*),"['d', 'points']","['a', 'box']",['java.lang.System.currentTimeMillis']
31,find (.*) in (.*),"['closest', 'number']","['some', 'collection']",['java.util.Arrays.binarySearch']
32,find (.*) in (.*),"['ascii', 'arrows']",['text'],['java.util.regex.Pattern.compile']
33,find (.*) in (.*),"['the', 'heapsize']",['jre'],['java.lang.Runtime.getRuntime']
34,find (.*) in (.*),"['repeated', 'words']","['a', 'sentence']","['java.util.Arrays.stream', 'java.util.regex.Pattern.compile']"
35,find (.*) in (.*),"['protocol', 'resource']","['url', 'constructor']","['java.nio.file.FileSystems.getDefault', 'java.nio.file.Files.newBufferedReader']"
36,find (.*) in (.*),"['an', 'object']",['arraylist'],"['java.lang.String.equalsIgnoreCase', 'java.lang.String.toLowerCase']"
37,find (.*) in (.*),"['applications', 'running']","['a', 'computer']",['java.lang.Runtime.exec']
38,find (.*) in (.*),"['smallest', 'mode']","['the', 'array']",['java.util.stream.IntStream.of']
39,find (.*) in (.*),"['the', 'resource']","['a', 'jar']","['java.lang.Class.forName', 'java.lang.Thread.currentThread']"
40,find (.*) in (.*),['value'],"['csv', 'string']",['java.util.Arrays.sort']
41,find (.*) in (.*),"['removed', 'text']",['jtextpane'],"['java.awt.EventQueue.invokeLater', 'javax.swing.UIManager.setLookAndFeel']"
42,find (.*) in (.*),"['maximum', 'y']","['javafx', 'xyseries']",['java.util.Comparator.comparing']
43,find (.*) in (.*),['occurrence'],"['list', 'arraylist']",['java.util.Collections.frequency']
44,find (.*) in (.*),['method'],"['a', 'loop']",['java.util.regex.Pattern.compile']
45,find (.*) in (.*),['date'],['string'],['java.util.regex.Pattern.compile']
46,find (.*) in (.*),['points'],['segments'],"['java.util.Arrays.binarySearch', 'java.lang.Math.min']"
47,find (.*) in (.*),['duplicate'],['arraylist'],"['java.util.ArrayList.contains', 'java.util.ArrayList.add']"
48,find (.*) in (.*),"['out', 'mistake']",['algorithm'],['java.lang.Character.getNumericValue']
49,find (.*) in (.*),['symbol'],['program'],['javax.swing.JOptionPane.showMessageDialog']
50,find (.*) in (.*),"['duplicate', 'values']",['input'],"['java.lang.Integer.parseInt', 'java.lang.String.format']"
51,find (.*) in (.*),"['the', 'string']","['all', 'order']",['java.util.regex.Pattern.compile']
52,find (.*) in (.*),"['a', 'pattern']","['a', 'file']",['java.util.regex.Pattern.compile']
53,find (.*) in (.*),"['connection', 'object']","['catch', 'block']",['java.sql.DriverManager.getConnection']
54,find (.*) in (.*),"['date', 'anywhere']",['timestamp'],['java.util.regex.Pattern.compile']
55,find (.*) in (.*),"['the', 'chain']","['the', 'graph']","['java.util.Arrays.fill', 'java.util.Arrays.copyOf', 'java.lang.System.arraycopy']"
56,find (.*) in (.*),"['out', 'ok']","['joptionpane', 'inputdialog']","['javax.swing.JOptionPane.showInputDialog', 'java.lang.Integer.parseInt']"
57,find (.*) in (.*),['pattern'],['string'],['java.util.regex.Pattern.compile']
58,find (.*) in (.*),"['two', 'median']","['a', 'substring']","['java.lang.Double.parseDouble', 'java.util.Arrays.sort']"
59,find (.*) in (.*),"['xml', 'tag']","['multiline', 'string']",['java.util.regex.Pattern.compile']
60,find (.*) in (.*),['foo'],"['a', 'text']",['java.util.regex.Pattern.compile']
61,find (.*) in (.*),"['maximum', 'item']","['the', 'list']",['java.lang.Double.parseDouble']
62,find (.*) in (.*),"['a', 'result']","['java', 'android']",['java.lang.Integer.parseInt']
63,find (.*) in (.*),"['interfaces', 'defined']","['the', 'class']",['java.lang.Class.getClasses']
64,find (.*) in (.*),"['duplicate', 'character']","['a', 'string']",['java.lang.Character.toString']
65,find (.*) in (.*),"['the', 'error']","['my', 'code']","['java.lang.Math.max', 'java.lang.Math.min']"
66,find (.*) in (.*),"['an', 'element']",['jlist'],['javax.swing.UIManager.put']
0,generate (.*) from (.*),"['jaxb', 'classes']",['xsd'],['javax.xml.bind.JAXBContext.newInstance']
1,generate (.*) from (.*),"['x', 'certificate']",['byte'],['java.security.cert.CertificateFactory.getInstance']
2,generate (.*) from (.*),['key'],['string'],"['javax.crypto.SecretKeyFactory.getInstance', 'javax.crypto.Cipher.getInstance']"
3,generate (.*) from (.*),"['nillable', 'true']",['java'],['javax.xml.bind.JAXBContext.newInstance']
4,generate (.*) from (.*),"['xml', 'file']","['java', 'code']",['javax.xml.parsers.DocumentBuilderFactory.newInstance']
5,generate (.*) from (.*),['publickey'],"['string', 'java']",['java.security.KeyFactory.getInstance']
6,generate (.*) from (.*),['ecpublickey'],['ecprivatekey'],"['java.security.KeyFactory.getInstance', 'java.security.KeyPairGenerator.getInstance']"
7,generate (.*) from (.*),"['one', 'stream']","['multiple', 'suppliers']","['java.util.stream.Stream.of', 'java.util.stream.Stream.generate']"
8,generate (.*) from (.*),"['xml', 'file']","['elements', 'map']","['java.util.Calendar.getInstance', 'javax.xml.parsers.DocumentBuilderFactory.newInstance']"
9,generate (.*) from (.*),['exceptions'],['repaintmanager'],"['javax.swing.RepaintManager.setCurrentManager', 'java.awt.image.ImageObserver.imageUpdate', 'java.lang.Thread.currentThread']"
10,generate (.*) from (.*),"['random', 'int']",['timestamp'],"['java.lang.System.nanoTime', 'java.lang.System.currentTimeMillis']"
11,generate (.*) from (.*),"['byte', 'array']","['stringbuffer', 'tostring']",['java.lang.String.getBytes']
12,generate (.*) from (.*),"['new', 'byte']","['existing', 'byte']",['java.nio.ByteBuffer.wrap']
13,generate (.*) from (.*),['report'],['dynamicreports'],"['java.io.OutputStream.flush', 'java.io.OutputStream.close']"
14,generate (.*) from (.*),"['json', 'schema']",['pojo'],['java.lang.Thread.currentThread']
15,generate (.*) from (.*),"['random', 'double']","['random', 'long']",['java.lang.Math.scalb']
16,generate (.*) from (.*),"['thread', 'dump']","['java', 'code']",['java.lang.management.ManagementFactory.getThreadMXBean']
17,generate (.*) from (.*),"['new', 'variables']","['user', 'interaction']",['java.util.Arrays.toString']
0,read (.*) with (.*),['line'],['scanner'],['java.util.logging.Logger.getLogger']
1,read (.*) with (.*),"['returns', 'null']","['no', 'errors']",['javax.imageio.ImageIO.read']
2,read (.*) with (.*),"['xml', 'file']",['jaxb'],['javax.xml.bind.JAXBContext.newInstance']
3,read (.*) with (.*),"['specific', 'rows']","['apache', 'poi']",['java.lang.Math.max']
4,read (.*) with (.*),"['url', 'content']","['utf', 'chars']",['java.net.URLEncoder.encode']
5,read (.*) with (.*),"['in', 'java']",['bufferedreader'],['java.lang.Integer.parseInt']
6,read (.*) with (.*),['jks'],['bouncycastle'],['java.security.KeyStore.getInstance']
7,read (.*) with (.*),['it'],"['a', 'filereader']","['java.io.FileInputStream.skip', 'java.io.FileInputStream.getChannel']"
8,read (.*) with (.*),"['from', 'file']",['bufferedreader'],['java.lang.Integer.parseInt']
9,read (.*) with (.*),"['from', 'socket']",['bytebuffer'],['java.nio.ByteBuffer.wrap']
10,read (.*) with (.*),"['some', 'attributes']",['sax'],['javax.xml.parsers.SAXParserFactory.newInstance']
11,read (.*) with (.*),"['an', 'integer']",['datainputstream'],"['java.io.DataInput.readInt', 'java.io.DataInputStream.readInt']"
12,read (.*) with (.*),"['an', 'xml']","['multiple', 'elements']","['javax.xml.xpath.XPathFactory.newInstance', 'javax.xml.parsers.DocumentBuilderFactory.newInstance']"
13,read (.*) with (.*),"['pixel', 'colours']",['opengl'],['java.nio.ByteBuffer.allocateDirect']
14,read (.*) with (.*),"['specific', 'data']","['buffered', 'filereader']","['java.lang.Double.parseDouble', 'java.lang.Integer.parseInt']"
15,read (.*) with (.*),['file'],"['multiple', 'delimiters']",['java.lang.Integer.parseInt']
16,read (.*) with (.*),"['in', 'java']",['getresource'],"['java.nio.file.Paths.get', 'java.nio.file.Files.copy', 'java.nio.file.Files.readAllBytes', 'java.nio.file.Files.createTempFile']"
17,read (.*) with (.*),['file'],['scanner'],['java.lang.System.exit']
18,read (.*) with (.*),"['from', 'filechannel']","['java', 'nio']","['java.nio.ByteBuffer.allocate', 'java.nio.channels.FileChannel.open']"
19,read (.*) with (.*),"['side', 'processor']",['dgraph'],['java.util.concurrent.CompletableFuture.completedFuture']
20,read (.*) with (.*),"['maven', 'settings']",['java'],['java.lang.Runtime.getRuntime']
21,read (.*) with (.*),"['digit', 'start']","['by', 'streamtokenizer']",['java.lang.String.format']
0,check (.*) in (.*),"['continuous', 'digits']","['a', 'string']",['java.util.regex.Pattern.compile']
1,check (.*) in (.*),"['file', 'extension']","['java', 'android']",['java.lang.Math.max']
2,check (.*) in (.*),['box'],"['selenium', 'webdriver']",['java.lang.Thread.sleep']
3,check (.*) in (.*),"['null', 'values']",['java'],['java.util.Optional.of']
4,check (.*) in (.*),"['table', 'existence']",['sqlite'],"['java.lang.Class.forName', 'java.sql.DriverManager.getConnection', 'java.util.logging.Logger.getLogger']"
5,check (.*) in (.*),['internet'],"['background', 'android']",['java.lang.Thread.sleep']
6,check (.*) in (.*),"['for', 'value']","['d', 'array']",['java.lang.String.charAt']
7,check (.*) in (.*),"['with', 'optional']",['java'],['java.util.Optional.map']
8,check (.*) in (.*),"['single', 'digit']","['int', 'java']",['java.lang.Integer.toString']
9,check (.*) in (.*),['pattern'],"['an', 'array']",['java.lang.String.format']
10,check (.*) in (.*),"['leap', 'year']",['scala'],['java.time.LocalDate.of']
11,check (.*) in (.*),['boxes'],"['public', 'page']",['java.lang.System.exit']
12,check (.*) in (.*),"['one', 'string']","['other', 'string']",['java.util.regex.Pattern.compile']
13,check (.*) in (.*),"['user', 'roles']","['a', 'filter']",['java.util.concurrent.CompletableFuture.completedFuture']
14,check (.*) in (.*),"['for', 'string']","['do', 'while']",['java.lang.Integer.parseInt']
15,check (.*) in (.*),"['for', 'integers']",['arraylist'],['java.util.Arrays.asList']
0,format (.*) to (.*),['localdate'],['string'],"['java.time.format.DateTimeFormatter.ofPattern', 'java.time.LocalDate.now']"
1,format (.*) to (.*),['instant'],['string'],"['java.time.Instant.now', 'java.time.format.DateTimeFormatter.ofLocalizedDateTime']"
2,format (.*) to (.*),"['a', 'zoneddatetime']","['a', 'string']",['java.time.ZonedDateTime.now']
3,format (.*) to (.*),"['byte', 'array']","['floating', 'point']",['java.nio.ByteBuffer.wrap']
4,format (.*) to (.*),['stopwatch'],['display'],['java.lang.String.format']
5,format (.*) to (.*),['string'],['seconds'],"['java.util.TimeZone.getTimeZone', 'java.time.LocalTime.parse', 'java.time.format.DateTimeFormatter.ofPattern']"
6,format (.*) to (.*),"['date', 'converts']",[],['java.time.LocalDate.parse']
7,format (.*) to (.*),['string'],"['java', 'zoneddatetime']","['java.time.ZonedDateTime.parse', 'java.time.format.DateTimeFormatter.ofPattern']"
8,format (.*) to (.*),"['annotation', 'datetimeformat']","['custom', 'dateformatter']","['java.time.LocalDate.parse', 'java.util.Collections.singleton', 'java.lang.String.join']"
9,format (.*) to (.*),['doubles'],['string'],['java.lang.String.format']
10,format (.*) to (.*),['string'],['integer'],['java.lang.Long.parseLong']
11,format (.*) to (.*),['this'],['string'],['java.lang.String.format']
12,format (.*) to (.*),['added'],['actionlistener'],['java.util.concurrent.Executors.newSingleThreadScheduledExecutor']
13,format (.*) to (.*),"['string', 'array']","['sql', 'query']","['java.util.Arrays.stream', 'java.lang.String.join']"
0,get (.*) to (.*),"['jdatechooser', 'date']",['jlabel'],['java.text.DateFormat.getDateInstance']
1,get (.*) to (.*),"['log', 'j']","['use', 'stdout']",['java.util.logging.Logger.getLogger']
2,get (.*) to (.*),['value'],['integer'],"['java.lang.Integer.parseInt', 'java.lang.Integer.valueOf']"
3,get (.*) to (.*),['xmlgregoriancalendar'],['date'],['javax.xml.datatype.DatatypeFactory.newInstance']
4,get (.*) to (.*),['imageicon'],"['display', 'swing']",['javax.swing.SwingUtilities.invokeLater']
5,get (.*) to (.*),['singleton'],"['do', 'anything']",['java.util.ServiceLoader.load']
6,get (.*) to (.*),"['an', 'image']",['display'],['javax.imageio.ImageIO.read']
7,get (.*) to (.*),"['multiple', 'jbuttons']",['work'],['javax.swing.JOptionPane.showMessageDialog']
8,get (.*) to (.*),['joptionpane'],"['calculate', 'area']","['javax.swing.JOptionPane.showInputDialog', 'java.lang.Integer.parseInt']"
9,get (.*) to (.*),['path'],"['resource', 'file']","['java.nio.file.Files.copy', 'java.lang.Thread.currentThread', 'java.nio.file.Files.createTempFile']"
10,get (.*) to (.*),"['estimator', 'example']",['work'],"['java.lang.System.setErr', 'java.util.Arrays.asList']"
11,get (.*) to (.*),['jframe'],"['refresh', 'image']",['java.awt.Toolkit.getDefaultToolkit']
12,get (.*) to (.*),['requests'],"['server', 'javascript']",['java.lang.Math.max']
13,get (.*) to (.*),['jetty'],"['ignore', 'it']",['java.lang.Class.forName']
14,get (.*) to (.*),"['tan', 'function']","['show', 'undefined']","['java.lang.Double.parseDouble', 'java.lang.Math.round']"
15,get (.*) to (.*),"['markers', 'coordinates']",['map'],"['java.lang.Math.pow', 'java.lang.Math.floor']"
16,get (.*) to (.*),['them'],['stay'],['javax.swing.SwingUtilities.invokeLater']
17,get (.*) to (.*),['sprite'],"['rotate', 'correctly']",['java.lang.Math.toDegrees']
18,get (.*) to (.*),"['the', 'connection']",['work'],['javax.imageio.ImageIO.read']
19,get (.*) to (.*),['caret'],"['set', 'later']",['javax.swing.SwingUtilities.invokeLater']
20,get (.*) to (.*),['image'],"['show', 'up']","['javax.imageio.ImageIO.read', 'javax.swing.SwingUtilities.invokeLater']"
21,get (.*) to (.*),['regex'],['work'],['java.util.regex.Pattern.compile']
22,get (.*) to (.*),['characters'],"['a', 'string']",['java.lang.Long.parseLong']
23,get (.*) to (.*),['groups'],['work'],['java.util.regex.Matcher.find']
24,get (.*) to (.*),['jframe'],['work'],"['java.lang.Double.parseDouble', 'java.lang.Integer.parseInt']"
25,get (.*) to (.*),"['java', 'regex']","['match', 'correctly']",['java.util.regex.Pattern.compile']
26,get (.*) to (.*),['access'],['timepickerdialog'],['java.lang.Integer.toString']
27,get (.*) to (.*),"['the', 'calculations']",['work'],['java.lang.Double.valueOf']
28,get (.*) to (.*),['it'],['top'],['java.lang.Math.abs']
29,get (.*) to (.*),"['my', 'regex']","['work', 'correctly']",['java.util.regex.Pattern.compile']
30,get (.*) to (.*),['it'],['work'],['java.lang.Math.min']
31,get (.*) to (.*),"['this', 'jbutton']",['work'],"['javax.swing.SwingUtilities.invokeLater', 'javax.swing.UIManager.setLookAndFeel']"
32,get (.*) to (.*),['loop'],['stop'],"['java.lang.Runtime.getRuntime', 'java.lang.Math.round']"
33,get (.*) to (.*),['printwriter'],['work'],"['java.lang.Integer.toString', 'java.lang.String.valueOf']"
34,get (.*) to (.*),"['if', 'statement']","['confirm', 'string']",['java.lang.Character.toLowerCase']
35,get (.*) to (.*),"['thread', 'interrupt']",['work'],"['java.lang.Thread.sleep', 'javax.swing.SwingUtilities.invokeLater', 'java.lang.Thread.currentThread', 'java.awt.KeyboardFocusManager.getCurrentKeyboardFocusManager', 'javax.swing.KeyStroke.getKeyStroke']"
36,get (.*) to (.*),"['java', 'swing']","['paint', 'properly']","['java.lang.Thread.sleep', 'javax.swing.SwingUtilities.invokeLater', 'java.lang.Math.max', 'java.lang.Thread.currentThread', 'java.lang.Math.min', 'java.time.format.DateTimeFormatter.ofPattern', 'java.time.LocalDateTime.now', 'java.lang.String.format']"
37,get (.*) to (.*),['replace'],['work'],['java.lang.String.format']
38,get (.*) to (.*),"['the', 'code']","['work', 'properly']","['java.time.LocalDate.parse', 'java.time.LocalDate.of', 'java.util.EnumSet.of', 'java.util.Objects.requireNonNull']"
39,get (.*) to (.*),['error'],"['be', 'displayed']",['java.lang.System.exit']
40,get (.*) to (.*),"['the', 'content']","['be', 'added']","['java.lang.Thread.sleep', 'java.lang.Long.valueOf']"
41,get (.*) to (.*),['it'],['execute'],"['java.lang.Double.parseDouble', 'java.lang.Integer.parseInt']"
0,format (.*) with (.*),['dates'],"['localdatetime', 'java']","['java.time.LocalDateTime.parse', 'java.time.LocalDateTime.of', 'java.time.format.DateTimeFormatter.ofPattern']"
1,format (.*) with (.*),['double'],['dot'],"['java.util.Locale.setDefault', 'java.lang.String.format']"
2,format (.*) with (.*),['numbers'],['localization'],['java.lang.String.format']
3,format (.*) with (.*),"['string', 'number']","['tenth', 'exponent']",['java.lang.String.format']
4,format (.*) with (.*),['issue'],['yyyy'],"['java.time.Duration.between', 'java.time.LocalDateTime.of']"
5,format (.*) with (.*),['cell'],"['apache', 'poi']",['java.util.Optional.ofNullable']
6,format (.*) with (.*),['validation'],['regex'],['java.lang.String.matches']
7,format (.*) with (.*),"['without', 'year']","['joda', 'time']","['java.text.DateFormat.getTimeInstance', 'java.text.DateFormat.getDateInstance', 'java.text.DateFormat.getDateTimeInstance']"
8,format (.*) with (.*),['bigdecimal'],['fractions'],['java.text.NumberFormat.getNumberInstance']
9,format (.*) with (.*),"['while', 'working']",['datasets'],['java.util.Arrays.asList']
10,format (.*) with (.*),"['to', 'localdatetime']","['optional', 'offset']","['java.time.LocalDateTime.from', 'java.time.ZonedDateTime.from']"
11,format (.*) with (.*),"['turkish', 'lira']",['symbol'],['java.text.NumberFormat.getCurrencyInstance']
12,format (.*) with (.*),"['for', 'number']","['floating', 'point']",['java.lang.String.format']
13,format (.*) with (.*),"['a', 'string']","['multiple', 'dates']",['java.text.MessageFormat.format']
14,format (.*) with (.*),"['specifier', 'collides']","['soql', 'wildcard']",['java.lang.String.format']
15,format (.*) with (.*),['issue'],['datetimeformatter'],"['java.time.LocalDateTime.parse', 'java.time.format.DateTimeFormatter.ofPattern']"
16,format (.*) with (.*),"['string', 'error']","['maven', 'build']",['java.lang.String.format']
17,format (.*) with (.*),['numbers'],['commas'],['java.text.NumberFormat.getInstance']
18,format (.*) with (.*),"['overall', 'width']","['multiple', 'params']",['java.lang.String.format']
19,format (.*) with (.*),['numbers'],"['some', 'pattern']",['java.lang.Double.valueOf']
20,format (.*) with (.*),['problem'],"['exit', 'button']","['javax.swing.JOptionPane.showOptionDialog', 'java.lang.System.exit', 'java.lang.String.format']"
0,create (.*) using (.*),"['new', 'object']",['reflection'],['java.lang.Class.newInstance']
1,create (.*) using (.*),"['xml', 'document']",['nodelist'],"['javax.xml.xpath.XPathFactory.newInstance', 'javax.xml.parsers.DocumentBuilderFactory.newInstance']"
2,create (.*) using (.*),"['xml', 'nodes']","['java', 'dom']",['javax.xml.transform.TransformerFactory.newInstance']
3,create (.*) using (.*),"['byte', 'array']","['string', 'value']",['java.lang.Object.toString']
4,create (.*) using (.*),['another'],['streams'],['java.util.stream.IntStream.range']
5,create (.*) using (.*),['object'],['constructor'],['java.lang.Object.clone']
6,create (.*) using (.*),"['proxy', 'without']","['spring', 'aop']",['java.lang.reflect.Proxy.newProxyInstance']
7,create (.*) using (.*),"['protobuf', 'instances']","['java', 'reflection']",['java.lang.Class.forName']
8,create (.*) using (.*),"['soap', 'request']",['saaj'],['javax.xml.soap.MessageFactory.newInstance']
9,create (.*) using (.*),"['soap', 'request']","['saaj', 'api']",['javax.xml.soap.MessageFactory.newInstance']
10,create (.*) using (.*),"['table', 'database']",['sql'],"['java.lang.Class.forName', 'java.sql.DriverManager.getConnection']"
11,create (.*) using (.*),"['mysql', 'database']",['matlab'],['java.sql.DriverManager.getConnection']
12,create (.*) using (.*),['object'],"['java', 'reflection']",['java.lang.Boolean.valueOf']
13,create (.*) using (.*),['hashmap'],['string'],['java.util.Arrays.asList']
14,create (.*) using (.*),['substring'],['loop'],['java.lang.Math.min']
15,create (.*) using (.*),"['set', 'bar']",['streams'],"['java.util.stream.Collectors.toSet', 'java.lang.Integer.parseInt']"
16,create (.*) using (.*),['jcomponents'],['database'],"['javax.swing.SwingUtilities.invokeLater', 'java.sql.DriverManager.getConnection']"
17,create (.*) using (.*),"['a', 'timepickerdialog']","['the', 'fragmentdialog']",['java.util.Calendar.getInstance']
18,create (.*) using (.*),"['words', 'stream']",['scanner'],"['java.util.regex.Pattern.compile', 'java.nio.file.Files.lines']"
19,create (.*) using (.*),"['static', 'array']","['class', 'forname']","['java.lang.Class.forName', 'java.lang.reflect.Array.newInstance', 'java.lang.reflect.Array.set']"
20,create (.*) using (.*),"['valid', 'xml']","['xsd', 'schema']",['javax.xml.bind.JAXBContext.newInstance']
21,create (.*) using (.*),"['new', 'object']","['the', 'database']",['java.util.Arrays.asList']
22,create (.*) using (.*),"['moveable', 'jpanel']",['borderlayout'],"['javax.swing.BorderFactory.createEmptyBorder', 'java.awt.EventQueue.invokeLater', 'java.lang.Math.max', 'java.lang.Math.min']"
0,access (.*) in (.*),['resources'],"['jar', 'file']",['java.awt.Toolkit.getDefaultToolkit']
1,access (.*) in (.*),"['non', 'static']",['collectors'],['java.util.stream.Collectors.mapping']
2,access (.*) in (.*),"['gradle', 'parameter']","['java', 'code']",['java.lang.System.getProperty']
3,access (.*) in (.*),"['html', 'files']","['a', 'jar']","['javax.swing.SwingUtilities.invokeLater', 'javax.swing.JOptionPane.showMessageDialog']"
4,access (.*) in (.*),"['enum', 'values']","['spring', 'mvc']",['java.util.Arrays.asList']
5,access (.*) in (.*),"['resource', 'files']","['netbeans', 'java']",['java.nio.file.Paths.get']
6,access (.*) in (.*),['database'],"['a', 'jtable']",['java.sql.DriverManager.getConnection']
7,access (.*) in (.*),['variables'],"['another', 'class']",['java.util.Collections.shuffle']
8,access (.*) in (.*),"['java', 'classes']","['a', 'subfolder']",['java.lang.ClassLoader.getSystemClassLoader']
9,access (.*) in (.*),['database'],"['java', 'program']","['java.lang.Class.forName', 'java.sql.DriverManager.getConnection']"
10,access (.*) in (.*),"['it', 'fine']",['browser'],['java.net.URLEncoder.encode']
11,access (.*) in (.*),"['of', 'servlet']","['my', 'application']",['java.util.concurrent.Executors.newFixedThreadPool']
12,access (.*) in (.*),['classes'],"['java', 'webstart']",['java.lang.System.setSecurityManager']
13,access (.*) in (.*),['them'],['program'],"['java.util.Properties.store', 'java.util.Properties.load']"
14,access (.*) in (.*),['files'],"['the', 'bundle']","['java.lang.System.getProperty', 'java.lang.System.getenv']"
15,access (.*) in (.*),['resources'],"['jar', 'file']","['java.io.File.createTempFile', 'javax.xml.parsers.DocumentBuilderFactory.newInstance']"
16,access (.*) in (.*),"['the', 'values']",['circle'],['java.lang.Math.hypot']
17,access (.*) in (.*),"['other', 'variables']","['this', 'scope']",['java.util.Arrays.setAll']
18,access (.*) in (.*),['file'],"['resources', 'folder']",['javax.imageio.ImageIO.read']
19,access (.*) in (.*),"['the', 'files']","['a', 'folder']",['java.io.File.listFiles']
20,access (.*) in (.*),"['specific', 'value']","['a', 'hashmap']","['java.util.Collections.max', 'java.util.HashMap.entrySet']"
21,access (.*) in (.*),"['each', 'row']","['triangular', 'numbers']",['java.util.Collections.max']
22,access (.*) in (.*),"['previous', 'value']",['stream'],['java.util.stream.DoubleStream.iterate']
23,access (.*) in (.*),"['a', 'webapp']","['spring', 'boot']",['java.util.logging.LogManager.getLogger']
24,access (.*) in (.*),"['class', 'defined']",['method'],"['java.lang.Class.forName', 'java.lang.String.format']"
25,access (.*) in (.*),['methods'],"['thread', 'run']",['javax.swing.SwingUtilities.invokeLater']
0,update (.*) in (.*),"['node', 'value']","['xml', 'java']","['javax.xml.xpath.XPathFactory.newInstance', 'javax.xml.parsers.DocumentBuilderFactory.newInstance', 'java.util.Calendar.getInstance', 'javax.xml.transform.TransformerFactory.newInstance', 'java.time.format.DateTimeFormatter.ofPattern', 'java.time.LocalDate.parse']"
1,update (.*) in (.*),['values'],"['loop', 'threaded']","['java.lang.Thread.sleep', 'javax.swing.SwingUtilities.invokeLater']"
2,update (.*) in (.*),"['a', 'label']","['jsf', 'primefaces']",['java.lang.Integer.parseInt']
3,update (.*) in (.*),['done'],['jtable'],['java.sql.DriverManager.getConnection']
4,update (.*) in (.*),"['text', 'file']","['java', 'gui']",['java.awt.EventQueue.invokeLater']
